Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
catalonian-lace-leather-back-strap,Catalonian Lace & Leather Interchangeable Back Strap,"<meta charset=""utf-8"">
<p><span style=""color: #ff9900;""></span><span style=""color: #ff9900;""></span>Floral lace and provocative leather is the perfect mix! Fan favorite is our Catalonian Lace. Get the look of a lacey bralette with this racerback style. This back strap is one piece and comes with attached shoulder straps. </p>
<p>Finally a back strap without an ugly back closure. Hidden closures located on the sides of the back straps leave a seamless look across the back as well as more balanced support and more adjustment options to provide a better fit. </p>
<meta charset=""utf-8"">
<p><span>Sizing: Small is approx a 26-30 band. Medium is approx a 30-34 band. Large is approx a 34-38 band. XLarge is approx 38-42.</span></p>
<p>Each item is sold separately. You must purchase a Bra Lab cup to wear with our back straps. </p>
<p>Not sure which bra to get? For general questions send us an email shop@thebralab.com or a pic of your outfit to our stylist gigi@thebralab.com  </p>
<p>Material: Stretch Lace/ Vegan faux leather Straps</p>
<p>Care: Hand Wash</p>
<p>Patented Design</p>",The Bra Lab,Back Straps,"lace, Large, Medium, meta-related-collection-straps, Small, X LARGE, XLarge",true,Size,Small,Color,Black,,,TBL103.4,57,shopify,542,deny,manual,16.00,16.00,true,true,'850259007059,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_1922.jpg?v=1559313431,1,,false,Multiway Bras | The Best Strapless Bra | The Bra Lab,"Free Exchanges & Returns | Cool New Innovative Bra Brand | Interchangeable Straps & Customizable | Comfortable, Multiway, Best Strapless Bra | Sizes AA-H 26-42",apparel & accessories > clothing > underwear & socks > bras,female,adult,,Back Straps,Back Straps,new,false,The Bra Lab,Strapless Bras,Interchangeable Bras,,Cool New Bras,,oz,,2.14
catalonian-lace-leather-back-strap,,,,,,,,Medium,,Black,,,TBL1034,57,shopify,590,deny,manual,16.00,16.00,true,true,'850259007059,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_1933.jpg?v=1559313431,2,,,,,,,,,,,,,,,,,,,oz,,2.91
catalonian-lace-leather-back-strap,,,,,,,,Large,,Black,,,TBL1034.1,57,shopify,403,deny,manual,16.00,16.00,true,true,'850259007066,https://cdn.shopify.com/s/files/1/0673/5573/products/Bra_Lab_On_Body-4930.jpg?v=1559313431,3,,,,,,,,,,,,,,,,,,,oz,,2.91
catalonian-lace-leather-back-strap,,,,,,,,X Large,,Black,,,TBL1034.2,57,shopify,262,deny,manual,16.00,16.00,true,true,"",https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_5797.JPG?v=1559313431,4,,,,,,,,,,,,,,,,,,,oz,,2.14
manhattan-black-back-strap,Manhattan Black Interchangeable Back Strap,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>The piece every girl needs in her wardrobe. Black is always in style and goes with everything! Your must have bra in a must have color. Wear this bra as your go-to strapless or pair different shoulder straps with it for multi-way wear, you can't go wrong!</p>
<meta charset=""utf-8"">
<p><span>Multi-loop button hole elastic options along the top inside of the back strap allow you to wear multiple shoulder straps at the same time or to move them around to fit your trickiest wardrobe needs. </span></p>
<p>Silicone strip across the inside back strap gives a non slip support while going strapless. Best of all, you can mix and match any back strap to our cups.</p>
<p>Sizing: 26-30 (approx 13 1/2in. long) accommodates band sizes 26,28,30. 30-34 <span>(approx 15 1/2in. long) </span>accommodates band sizes 30,32,34. 34-38 <span>(approx 17 1/2in. long) </span>accommodates band sizes 34,36,38.</p>
<p>Each item is sold separately. You must purchase a Bra Lab cup to wear with our back straps. </p>
<p id=""yui_3_17_2_1_1472648113588_24672"">Not sure which bra to get? For general questions send us an email shop@thebralab.com or a pic of your outfit to our stylist gigi@thebralab.com </p>
<p>Model wearing size Medium</p>
<p>Material: Nylon/Spandex</p>
<p>Care: Hand Wash</p>
<p>Patented Design</p>",The Bra Lab,Back Straps,"Large, Medium, meta-related-collection-straps, Small, XLarge",true,Size,Small,Color,Black,,,TBL100.2,28,shopify,686,deny,manual,14.00,14.00,true,true,'855718007755,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_8987.jpg?v=1535553285,1,Manhattan Black Interchangeable Back Strap | The Bra Lab - The Bra Lab,false,Bras | The Best Strapless Bra - Multi-Way Bras,"Free Exchanges & Returns | Cool New Innovative Bra Brand | Interchangeable Straps & Customizable | Comfortable, Multiway, Best Strapless Bra | Sizes AA-H 26-42",apparel & accessories > clothing > underwear & socks > bras,female,adult,,Back Straps,Back Straps,new,false,The Bra Lab,Strapless Bras,Interchangeable Bras,,Cool New Bras,,oz,,2.20
manhattan-black-back-strap,,,,,,,,Medium,,Black,,,TBL100,28,shopify,638,deny,manual,14.00,14.00,true,true,'850259007158,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_0044.JPG?v=1535553285,2,,,,,,,,,,,,,,,,,,,oz,,2.20
manhattan-black-back-strap,,,,,,,,Large,,Black,,,TBL100.1,28,shopify,219,deny,manual,14.00,14.00,true,true,'850259007165,https://cdn.shopify.com/s/files/1/0673/5573/products/Bra_Lab_On_Body-4891.jpg?v=1535553285,3,Manhattan Black Interchangeable Back Strap | The Bra Lab - The Bra Lab,,,,,,,,,,,,,,,,,,oz,,2.20
manhattan-black-back-strap,,,,,,,,XLarge,,Black,,,TBL100.3,28,shopify,18,deny,manual,14.00,14.00,true,true,'850259007165,https://cdn.shopify.com/s/files/1/0673/5573/products/Bra_Lab_Test-4774.jpg?v=1535553285,4,Manhattan Black Interchangeable Back Strap | The Bra Lab - The Bra Lab,,,,,,,,,,,,,,,,,,oz,,2.20
manhattan-black-back-strap,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0673/5573/products/Bra_Lab_Test-4775.jpg?v=1535553285,5,Manhattan Black Interchangeable Back Strap | The Bra Lab - The Bra Lab,,,,,,,,,,,,,,,,,,,,
napoletana-nera-back-strap,Napoletana Nera Lace Interchangeable Back Strap,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p>Our Napoletana Nera Lace is an all season classic. Delicate floral lace gives you a flirty look and looks amazing with solids or prints and patterns. Pair some fun printed shoulder straps to this back strap or wear it as an elegant strapless. The possibilities are endless and you'll love having this in your wardrobe! </p>
<p>Multi-loop options on the inside of the back strap allow you to wear multiple shoulder straps at the same time or to move them around to fit your trickiest wardrobe needs.</p>
<p>Silicone strip across the inside back strap gives a non slip support while going strapless. Best of all, you can mix and match any back strap to our cups.</p>
<p>Sizing: 30-34 accommodates band sizes 30,32,34. 34-38 accommodates band sizes 34,36,38.</p>
<p>Each item is sold separately. You must purchase a Bra Lab cup to wear with our back straps. </p>
<p id=""yui_3_17_2_1_1472648113588_24672"">Not sure which bra to get? For general questions send us an email shop@thebralab.com or a pic of your outfit to our stylist gigi@thebralab.com </p>
<p>Model wearing size Medium</p>
<p>Material: Nylon/Spandex/Lace</p>
<p>Care: Hand Wash</p>
<p>Patented Design</p>",The Bra Lab,Back Straps,"Large, Medium, meta-related-collection-straps, Small, XLarge, XSMALL",true,Size,XSmall,Color,Black,,,TBL1032.4,28,shopify,68,deny,manual,16.00,16.00,true,true,'855718007540,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_1988_0828939b-fa7a-49a3-bffe-b2e1b86412d0.jpg?v=1561135466,1,,false,Multiway Bras | The Best Strapless Bra | The Bra Lab,"Free Exchanges & Returns | Cool New Innovative Bra Brand | Interchangeable Straps & Customizable | Comfortable, Multiway, Best Strapless Bra | Sizes AA-H 26-42",apparel & accessories > clothing > underwear & socks > bras,female,adult,,Back Straps,Back Straps,new,false,The Bra Lab,Strapless Bras,Interchangeable Bras,,Cool New Bras,,oz,,2.21
napoletana-nera-back-strap,,,,,,,,Small,,Black,,,TBL1032.2,28,shopify,358,deny,manual,16.00,16.00,true,true,'859627007844,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_7969.jpg?v=1561135466,2,Napoletana Nera Lace Interchangeable Back Strap | The Bra Lab - The Bra Lab,,,,,,,,,,,,,,,,,,oz,,2.21
napoletana-nera-back-strap,,,,,,,,Medium,,Black,,,TBL1032,28,shopify,438,deny,manual,16.00,16.00,true,true,'850259007172,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_4096_2.JPG?v=1561135466,3,,,,,,,,,,,,,,,,,,,oz,,2.21
napoletana-nera-back-strap,,,,,,,,Large,,Black,,,TBL1032.1,28,shopify,380,deny,manual,16.00,16.00,true,true,'850259007189,https://cdn.shopify.com/s/files/1/0673/5573/products/Bra_Lab_Test-4783.jpg?v=1561135466,4,Napoletana Nera Lace Interchangeable Back Strap | The Bra Lab - The Bra Lab,,,,,,,,,,,,,,,,,,oz,,2.21
napoletana-nera-back-strap,,,,,,,,XLarge,,Black,,,TBL1032.3,28,shopify,38,deny,manual,16.00,16.00,true,true,'859627007851,https://cdn.shopify.com/s/files/1/0673/5573/products/Bra_Lab_Test-4785.jpg?v=1561135466,5,Napoletana Nera Lace Interchangeable Back Strap | The Bra Lab - The Bra Lab,,,,,,,,,,,,,,,,,,oz,,2.21
parisian-pinstripe-back-strap,Parisian Pinstripe Interchangeable Back Strap,"<meta charset=""utf-8"">
<p>The pattern that goes with everything! If you want something a little different but still one of the basics you'll want the Parisian Pinstripe back strap in your bra drawer. Thin black and white stripes can be paired with so many tops and dresses. Wear this back strap by itself or pair it with our bright Singapore Poppy straps for something totally fun!</p>
<p id=""yui_3_17_2_1_1472648113588_24575"">Finally a back strap without an ugly back closure. Hidden closures located on the sides of the back straps leave a seamless look across the back as well as more balanced support and more adjustment options to provide a better fit. Multi-loop options on the inside of the back strap allow you to wear multiple shoulder straps at the same time or to move them around to fit your trickiest wardrobe needs.</p>
<p>Silicone strip across the inside back strap gives a non slip support while going strapless. Best of all, you can mix and match any back strap to our cups.</p>
<meta charset=""utf-8"">
<p><span>Sizing: Small is approx a 26-30 band. Medium is approx a 30-34 band. Large is approx a 34-38 band.</span></p>
<p>Each item is sold separately. You must purchase a Bra Lab cup to wear with our back straps. </p>
<p id=""yui_3_17_2_1_1472648113588_24672"">Not sure which bra to get? For general questions send us an email shop@thebralab.com or a pic of your outfit to our stylist gigi@thebralab.com </p>
<p>Model wearing size Medium</p>
<p>Material: Cotton/Spandex</p>
<p>Care: Hand Wash</p>
<p>Patented Design</p>",The Bra Lab,Back Straps,"Large, Medium, meta-related-collection-straps, Small",true,Size,Small (26-30),Color,Black & White,,,TBL137,28,shopify,81,deny,manual,14.00,14.00,true,true,'850259007219,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_1956.jpg?v=1535566588,1,,false,Multiway Bras | The Best Strapless Bra | The Bra Lab,"Free Exchanges & Returns | Cool New Innovative Bra Brand | Interchangeable Straps & Customizable | Comfortable, Multiway, Best Strapless Bra | Sizes AA-H 26-42",apparel & accessories > clothing > underwear & socks > bras,female,adult,,Back Straps,Back Straps,new,false,,,,,,,oz,,2.21
parisian-pinstripe-back-strap,,,,,,,,Medium (30-34),,Black & White,,,TBL137.1,28,shopify,371,deny,manual,14.00,14.00,true,true,'850259007219,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_9409.JPG?v=1535566588,2,,,,,,,,,,,,,,,,,,,oz,,2.21
parisian-pinstripe-back-strap,,,,,,,,Large (34-38),,Black & White,,,TBL137.2,28,shopify,57,deny,manual,14.00,14.00,true,true,'850259007226,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_1958.jpg?v=1535566588,3,,,,,,,,,,,,,,,,,,,oz,,
prague-black-vegan-leather-back-strap,Prague Black Vegan Leather Interchangeable Back Strap,"<meta charset=""utf-8"">
<p>Vegan leather material gives this back strap an edgy, fashion - forward look. Wear this with an open back sweater or dress for your next event. This is black tie perfection! Stretchy, soft fabric makes this back strap comfortable while you look amazing.</p>
<p id=""yui_3_17_2_1_1472648113588_24575"">Finally a back strap without an ugly back closure. Hidden closures located on the sides of the back straps leave a seamless look across the back as well as more balanced support and more adjustment options to provide a better fit.</p>
<meta charset=""utf-8"">
<p><span>Multi-loop button hole elastic options along the top inside of the back strap allow you to wear multiple shoulder straps at the same time or to move them around to fit your trickiest wardrobe needs. </span></p>
<p>Silicone strip across the inside back strap gives a non slip support while going strapless. Best of all, you can mix and match any back strap to our cups.</p>
<p>Sizing: 26-30 (approx 13 1/2in. long) accommodates band sizes 26,28,30. 30-34 <span>(approx 15 1/2in. long) </span>accommodates band sizes 30,32,34. 34-38 <span>(approx 15 1/2in. long) </span>accommodates band sizes 34,36,38.</p>
<p>Each item is sold separately. You must purchase a Bra Lab cup to wear with our back straps. </p>
<p id=""yui_3_17_2_1_1472648113588_24672"">Not sure which bra to get? For general questions send us an email shop@thebralab.com or a pic of your outfit to our stylist gigi@thebralab.com </p>
<p>Model wearing size Medium</p>
<p>Material: Vegan Leather/Spandex</p>
<p>Care: Hand Wash</p>
<p>Patented Design</p>",The Bra Lab,Back Straps,"Large, Medium, meta-related-collection-straps, Small",true,Size,Small,Color,Black,,,TBL113,57,shopify,294,deny,manual,14.00,14.00,true,true,'855718007786,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_9111.jpg?v=1554822856,1,Prague Black Vegan Leather Interchangeable Back Strap | The Bra Lab - The Bra Lab,false,"Bras | Best New Bra Designs - Strapless Bras, Push-Up Bras, Lace Bras Online | The Bra Lab","Free Exchanges & Returns | Cool New Innovative Bra Brand | Interchangeable Straps & Customizable | Comfortable, Multiway, Best Strapless Bra | Sizes AA-H 26-42",apparel & accessories > clothing > underwear & socks > bras,female,adult,,Back Straps,Back Straps,new,false,,,,,,,oz,,1.77
prague-black-vegan-leather-back-strap,,,,,,,,Medium,,Black,,,TBL113.1,57,shopify,50,deny,manual,14.00,14.00,true,true,'850259007233,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_9107.jpg?v=1554822856,2,,,,,,,,,,,,,,,,,,,oz,,1.77
prague-black-vegan-leather-back-strap,,,,,,,,Large,,Black,,,TBL113.2,57,shopify,48,deny,manual,14.00,14.00,true,true,'850259007240,https://cdn.shopify.com/s/files/1/0673/5573/products/E34B6BF6-0068-4CBC-86CD-5D5B49F6C180.JPG?v=1554822856,3,,,,,,,,,,,,,,,,,,,oz,,1.77
prague-black-vegan-leather-back-strap,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0673/5573/products/SEB_9285_849ad0de-7790-4602-8c7b-094e7be13abd.jpg?v=1554822856,4,Prague Black Vegan Leather Interchangeable Back Strap | The Bra Lab - The Bra Lab,,,,,,,,,,,,,,,,,,,,
prague-black-vegan-leather-back-strap,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0673/5573/products/Bra_Lab_Test-4813.jpg?v=1554822856,5,Prague Black Vegan Leather Interchangeable Back Strap | The Bra Lab - The Bra Lab,,,,,,,,,,,,,,,,,,,,
prague-black-vegan-leather-back-strap,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0673/5573/products/Bra_Lab_Test-4814.jpg?v=1554822856,6,Prague Black Vegan Leather Interchangeable Back Strap | The Bra Lab - The Bra Lab,,,,,,,,,,,,,,,,,,,,
saint-tropez-crochet-noir-back-strap,Saint-Tropez Crochet Noir Interchangeable Back Strap,"<meta charset=""utf-8""><meta charset=""utf-8"">
<p><span style=""color: #ff9900;""></span><span>The Saint-Tropez Crochet is beach-chic at it's finest! Wear this strap while strolling down the boardwalk or shopping for local faire. We can just picture a big straw hat and a cute open back slip dress, the details on this back strap are amazing! </span></p>
<p><span>This style is a two in one and comes with attached shoulder straps. </span>Best of all, you can mix and match any back strap to our cups.</p>
<p>Sizing: 30-34 <span>(approx 15 1/2in. long) </span>accommodates band sizes 30,32,34. 34-38 <span>(approx 17 1/2in. long) </span>accommodates band sizes 34,36,38.</p>
<p>Each item is sold separately. You must purchase a Bra Lab cup to wear with our back straps. </p>
<p id=""yui_3_17_2_1_1472648113588_24672"">Not sure which bra to get? For general questions send us an email shop@thebralab.com or a pic of your outfit to our stylist gigi@thebralab.com </p>
<p>Model wearing size Medium</p>
<p>SIZE DOWN, THIS ITEM RUNS LARGE</p>
<p>Material: Nylon/Spandex/Knit</p>
<p>Care: Hand Wash</p>
<p>Patented Design</p>",The Bra Lab,Back Straps,"Large, Medium, meta-related-collection-straps, Sale",true,Size,Medium,Color,Black,,,TBL101,57,shopify,301,deny,manual,8.00,16.00,true,true,'850259007271,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_2480.jpg?v=1546615955,1,,false,"Bras | Best Open Back Bras - Strapless Bras, Push-Up Bras, Backless Bras Online | The Bra Lab","Free Exchanges & Returns | Cool New Innovative Bra Brand | Interchangeable Straps & Customizable | Comfortable, Multiway, Best Strapless Bra | Sizes AA-H 26-42",apparel & accessories > clothing > underwear & socks > bras,female,adult,,Back Straps,Back Straps,new,false,,,,,,,oz,,5.37
saint-tropez-crochet-noir-back-strap,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0673/5573/products/IMG_8199.jpg?v=1546615955,2,Saint-Tropez Crochet Noir Interchangeable Back Strap | The Bra Lab - The Bra Lab,,,,,,,,,,,,,,,,,,,,
saint-tropez-crochet-noir-back-strap,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0673/5573/products/Bra_Lab_On_Body-4925.jpg?v=1546615955,3,Saint-Tropez Crochet Noir Interchangeable Back Strap | The Bra Lab - The Bra Lab,,,,,,,,,,,,,,,,,,,,
